product_id,product_name,shop_id,shop_city,is_official,price,sold_count,rating_average,view_count,liked_count,kategori_penjualan
7553364659,kaos polos katun combed 30s / kaos polos pria / kaos polos / kaos polos murah / baju polos pria,74611474,KOTA JAKARTA BARAT,False,24651,24123,4.53,10483.0,4659,Atas
7117223287,baju muslim koko anwa lengan panjang terbaru size m-l-xl-xxl,27551158,KOTA JAKARTA BARAT,False,68191,24104,4.82,10174.0,13209,Atas
3452397339,baju kaos t shirt distro keren pria wanita high premium logo deus cotton combed 30s,166853450,KOTA TANGERANG SELATAN,False,35500,24012,4.67,13126.0,5700,Atas
2011546163,hd  kaos pria  kaos polos pria v-nack pe  atasan pria  fashion pria  kaos distro  kaos,26244354,KOTA JAKARTA BARAT,False,16500,23089,4.78,3182.0,2580,Atas
7354412851,kaos distro pria black leaf printing kaos motif full printing,18955460,KOTA JAKARTA BARAT,False,34300,23060,4.63,30897.0,8459,Atas
2723235175, bisa cod  baju pria kaos polos pria wanita oblong pendek oneck polos basic solid unisex roundneck reguler l xl termurah bahan premiun cotton premium / langsung dari pabrik / promo / bisa cod,104672388,KOTA BANDUNG,False,6900,22681,4.16,17959.0,3566,Atas
7132161436,baju barong lukis bali,237025647,KAB. BADUNG,False,20900,22561,4.84,6866.0,4517,Atas
226709748, promo  baju kaos polos lengan pendek distro solid series cotton combed 30s premium reactive,20468221,KAB. BANDUNG,False,33000,22173,4.81,2001.0,6369,Atas
8224811935,kaos polos pria o neck lengan pendek / baju oblong polos / kaos distro / pe,20966304,KOTA BANDUNG,False,14500,21915,4.48,74515.0,2305,Atas
2339986688,kaos salur anak pakaian baju strip stripe harian santai oshkosh anak anak cowok laki laki bayi murah,90319560,KAB. PEKALONGAN,False,2000,21551,4.7,7157.0,10983,Atas
523322970,kemeja batik pria lengan pendek baju batik pria batik kantor seragam kerja ukuran reguler mlxl,14687372,KOTA PEKALONGAN,False,35000,21370,4.72,31480.0,4079,Atas
1012363384,cod kemeja pdl lapangan baju kerja outdoor tactical hiking gunung safety lengan panjang,62010394,KOTA BANDUNG,False,70000,21311,4.79,16574.0,3741,Atas
3239868778,pe grosir kaos polos pria pendek baju kaos t-shirt premium bandung,3834887,KOTA JAKARTA BARAT,False,15000,21161,4.63,21718.0,1835,Atas
5008100170,baju kaos distro ukuran xxl dan xxxl,29016536,KOTA CIMAHI,False,39950,21095,4.8,25969.0,2329,Atas
2677970847,c7 / luttffy onne piecce skull / kaos pria / kaos distro / kaos murah,142067989,KOTA JAKARTA BARAT,False,13000,21078,4.66,43901.0,5074,Atas
